Elements,Time,Distribution
28000,5407,DESCENDING
28000,7648,ASHAPE
28000,8914,VSHAPE
28100,8156,UNIFORM
28100,5355,CONSTANT
28100,5408,ASCENDING
28100,9038,DESCENDING
28100,6178,ASHAPE
28100,6561,VSHAPE
28200,8171,UNIFORM
28200,5520,CONSTANT
28200,5440,ASCENDING
28200,5441,DESCENDING
28200,5407,ASHAPE
28200,6302,VSHAPE
28300,8189,UNIFORM
28300,5589,CONSTANT
28300,6168,ASCENDING
28300,5400,DESCENDING
28300,5436,ASHAPE
28300,6264,VSHAPE
28400,8243,UNIFORM
28400,5486,CONSTANT
28400,6046,ASCENDING
28400,6507,DESCENDING
28400,5796,ASHAPE
28400,6008,VSHAPE
28500,8813,UNIFORM
28500,5535,CONSTANT
28500,5706,ASCENDING
28500,6175,DESCENDING
28500,6223,ASHAPE
28500,6340,VSHAPE
28600,8172,UNIFORM
28600,5492,CONSTANT
28600,5956,ASCENDING
28600,5539,DESCENDING
28600,6049,ASHAPE
28600,5485,VSHAPE
28700,12248,UNIFORM
28700,9273,CONSTANT
28700,9066,ASCENDING
28700,9047,DESCENDING
28700,9249,ASHAPE
28700,5738,VSHAPE
28800,8726,UNIFORM
28800,5549,CONSTANT
28800,5891,ASCENDING
28800,5542,DESCENDING
28800,5673,ASHAPE
28800,5617,VSHAPE
28900,8284,UNIFORM
28900,5587,CONSTANT
28900,6213,ASCENDING
28900,5493,DESCENDING
28900,5899,ASHAPE
28900,5534,VSHAPE
29000,8411,UNIFORM
29000,8400,CONSTANT
29000,6870,ASCENDING
29000,5751,DESCENDING
29000,5645,ASHAPE
29000,5613,VSHAPE
29100,8386,UNIFORM
29100,5718,CONSTANT
29100,5548,ASCENDING
29100,5743,DESCENDING
29100,6661,ASHAPE
29100,5973,VSHAPE
29200,8721,UNIFORM
29200,5677,CONSTANT
29200,5596,ASCENDING
29200,8663,DESCENDING
29200,9655,ASHAPE
29200,5648,VSHAPE
29300,8512,UNIFORM
29300,5866,CONSTANT
29300,5593,ASCENDING
29300,5668,DESCENDING
29300,5791,ASHAPE
29300,5733,VSHAPE
29400,8526,UNIFORM
29400,5623,CONSTANT
29400,5786,ASCENDING
29400,5616,DESCENDING
29400,5695,ASHAPE
29400,7646,VSHAPE
29500,9176,UNIFORM
29500,5855,CONSTANT
29500,5708,ASCENDING
29500,5741,DESCENDING
29500,5639,ASHAPE
29500,5742,VSHAPE
29600,8660,UNIFORM
29600,5695,CONSTANT
29600,5821,ASCENDING
29600,6048,DESCENDING
29600,6425,ASHAPE
29600,6384,VSHAPE
29700,8564,UNIFORM
29700,6378,CONSTANT
29700,5727,ASCENDING
29700,6089,DESCENDING
29700,6592,ASHAPE
29700,6600,VSHAPE
29800,8620,UNIFORM
29800,5886,CONSTANT
29800,6045,ASCENDING
29800,5833,DESCENDING
29800,5975,ASHAPE
29800,5779,VSHAPE
29900,8928,UNIFORM
29900,5987,CONSTANT
29900,5920,ASCENDING
29900,6405,DESCENDING
29900,8852,ASHAPE
29900,5934,VSHAPE
30000,8780,UNIFORM
30000,5895,CONSTANT
30000,5795,ASCENDING
30000,5707,DESCENDING
30000,6107,ASHAPE
30000,6035,VSHAPE
30100,8757,UNIFORM
30100,5917,CONSTANT
30100,6518,ASCENDING
30100,6150,DESCENDING
30100,6080,ASHAPE
30100,6005,VSHAPE
30200,9137,UNIFORM
30200,6339,CONSTANT
30200,6137,ASCENDING
30200,5951,DESCENDING
30200,5990,ASHAPE
30200,6038,VSHAPE
30300,8904,UNIFORM
30300,5933,CONSTANT
30300,5847,ASCENDING
30300,6528,DESCENDING
30300,6421,ASHAPE
30300,5866,VSHAPE
30400,8886,UNIFORM
30400,5866,CONSTANT
30400,6055,ASCENDING
30400,6183,DESCENDING
30400,6295,ASHAPE
30400,6081,VSHAPE
30500,9093,UNIFORM
30500,6112,CONSTANT
30500,6051,ASCENDING
30500,6245,DESCENDING
30500,5994,ASHAPE
30500,6476,VSHAPE
30600,9039,UNIFORM
30600,5926,CONSTANT
30600,6598,ASCENDING
30600,6340,DESCENDING
30600,5985,ASHAPE
30600,6306,VSHAPE
30700,8937,UNIFORM
30700,6604,CONSTANT
30700,6294,ASCENDING
30700,6214,DESCENDING
30700,6300,ASHAPE
30700,5975,VSHAPE
30800,9127,UNIFORM
30800,5985,CONSTANT
30800,6110,ASCENDING
30800,6613,DESCENDING
30800,6648,ASHAPE
30800,6782,VSHAPE
30900,9568,UNIFORM
30900,6539,CONSTANT
30900,6819,ASCENDING
30900,6134,DESCENDING
30900,6245,ASHAPE
30900,6715,VSHAPE
31000,9120,UNIFORM
31000,6566,CONSTANT
31000,6841,ASCENDING
31000,6176,DESCENDING
31000,6300,ASHAPE
31000,6128,VSHAPE
31100,13653,UNIFORM
31100,9382,CONSTANT
31100,10187,ASCENDING
31100,9999,DESCENDING
31100,9976,ASHAPE
31100,10286,VSHAPE
31200,9109,UNIFORM
31200,6217,CONSTANT
31200,6038,ASCENDING
31200,6031,DESCENDING
31200,6124,ASHAPE
31200,6044,VSHAPE
31300,11896,UNIFORM
31300,6625,CONSTANT
31300,6081,ASCENDING
31300,6159,DESCENDING
31300,6282,ASHAPE
31300,6054,VSHAPE
31400,9134,UNIFORM
31400,6644,CONSTANT
31400,6123,ASCENDING
31400,6226,DESCENDING
31400,6094,ASHAPE
31400,6086,VSHAPE
31500,9215,UNIFORM
31500,6100,CONSTANT
31500,6153,ASCENDING
31500,6096,DESCENDING
31500,6110,ASHAPE
31500,6575,VSHAPE
31600,9299,UNIFORM
31600,6175,CONSTANT
31600,6064,ASCENDING
31600,6232,DESCENDING
31600,6041,ASHAPE
31600,6341,VSHAPE
31700,9877,UNIFORM
31700,6229,CONSTANT
31700,6808,ASCENDING
31700,6887,DESCENDING
31700,6906,ASHAPE
31700,6091,VSHAPE
31800,12110,UNIFORM
31800,6336,CONSTANT
31800,6117,ASCENDING
31800,6202,DESCENDING
31800,6106,ASHAPE
31800,6121,VSHAPE
31900,9516,UNIFORM
31900,6161,CONSTANT
31900,6325,ASCENDING
31900,6089,DESCENDING
31900,6993,ASHAPE
31900,6951,VSHAPE
32000,9823,UNIFORM
32000,6101,CONSTANT
32000,6285,ASCENDING
32000,6250,DESCENDING
32000,6176,ASHAPE
32000,6283,VSHAPE
32100,9388,UNIFORM
32100,6225,CONSTANT
32100,6830,ASCENDING
32100,6183,DESCENDING
32100,6223,ASHAPE
32100,6357,VSHAPE
32200,9840,UNIFORM
32200,6244,CONSTANT
32200,6216,ASCENDING
32200,6399,DESCENDING
32200,6211,ASHAPE
32200,6443,VSHAPE
32300,9530,UNIFORM
32300,6209,CONSTANT
32300,6341,ASCENDING
32300,6233,DESCENDING
32300,6182,ASHAPE
32300,6720,VSHAPE
32400,9859,UNIFORM
32400,6278,CONSTANT
32400,6499,ASCENDING
32400,6281,DESCENDING
32400,6258,ASHAPE
32400,6365,VSHAPE
32500,9415,UNIFORM
32500,6468,CONSTANT
32500,6297,ASCENDING
32500,6845,DESCENDING
32500,6266,ASHAPE
32500,6318,VSHAPE
32600,9902,UNIFORM
32600,6319,CONSTANT
32600,6531,ASCENDING
32600,6278,DESCENDING
32600,6477,ASHAPE
32600,6344,VSHAPE
32700,9789,UNIFORM
32700,6375,CONSTANT
32700,6493,ASCENDING
32700,6336,DESCENDING
32700,6705,ASHAPE
32700,6331,VSHAPE
32800,12384,UNIFORM
32800,6284,CONSTANT
32800,6774,ASCENDING
32800,6283,DESCENDING
32800,6453,ASHAPE
32800,6289,VSHAPE
32900,10110,UNIFORM
32900,6377,CONSTANT
32900,6532,ASCENDING
32900,6376,DESCENDING
32900,6536,ASHAPE
32900,6338,VSHAPE
33000,9498,UNIFORM
33000,6595,CONSTANT
33000,6467,ASCENDING
33000,7024,DESCENDING
33000,6477,ASHAPE
33000,6423,VSHAPE
33100,10114,UNIFORM
33100,6449,CONSTANT
33100,6521,ASCENDING
33100,6416,DESCENDING
33100,6513,ASHAPE
33100,6479,VSHAPE
33200,9745,UNIFORM
33200,6875,CONSTANT
33200,6425,ASCENDING
33200,6586,DESCENDING
33200,6461,ASHAPE
33200,6569,VSHAPE
33300,10164,UNIFORM
33300,6472,CONSTANT
33300,6399,ASCENDING
33300,6466,DESCENDING
33300,6558,ASHAPE
33300,6519,VSHAPE
33400,9829,UNIFORM
33400,6426,CONSTANT
33400,6974,ASCENDING
33400,6556,DESCENDING
33400,6567,ASHAPE
33400,6440,VSHAPE
33500,10220,UNIFORM
33500,6533,CONSTANT
33500,6560,ASCENDING
33500,6588,DESCENDING
33500,6487,ASHAPE
33500,6563,VSHAPE
33600,9869,UNIFORM
33600,6447,CONSTANT
33600,6661,ASCENDING
33600,6654,DESCENDING
33600,7356,ASHAPE
33600,7868,VSHAPE
33700,9864,UNIFORM
33700,6494,CONSTANT
33700,6966,ASCENDING
33700,6541,DESCENDING
33700,6531,ASHAPE
33700,6602,VSHAPE
33800,9886,UNIFORM
33800,7048,CONSTANT
33800,6583,ASCENDING
33800,6550,DESCENDING
33800,6678,ASHAPE
33800,6497,VSHAPE
33900,10129,UNIFORM
33900,8779,CONSTANT
33900,7565,ASCENDING
33900,7993,DESCENDING
33900,8027,ASHAPE
33900,7432,VSHAPE
34000,9857,UNIFORM
34000,6706,CONSTANT
34000,6553,ASCENDING
34000,6966,DESCENDING
34000,7814,ASHAPE
34000,7461,VSHAPE
34100,9939,UNIFORM
34100,7112,CONSTANT
34100,6595,ASCENDING
34100,6780,DESCENDING
34100,6578,ASHAPE
34100,6696,VSHAPE
34200,10062,UNIFORM
34200,6615,CONSTANT
34200,7964,ASCENDING
34200,7450,DESCENDING
34200,7572,ASHAPE
34200,7473,VSHAPE
34300,9992,UNIFORM
34300,6749,CONSTANT
34300,6633,ASCENDING
34300,7001,DESCENDING
34300,6742,ASHAPE
34300,6700,VSHAPE
34400,10090,UNIFORM
34400,6993,CONSTANT
34400,7711,ASCENDING
34400,8437,DESCENDING
34400,7810,ASHAPE
34400,7232,VSHAPE
34500,10154,UNIFORM
34500,6618,CONSTANT
34500,7172,ASCENDING
34500,7460,DESCENDING
34500,7756,ASHAPE
34500,7590,VSHAPE
34600,10122,UNIFORM
34600,6901,CONSTANT
34600,6649,ASCENDING
34600,6831,DESCENDING
34600,6712,ASHAPE
34600,6711,VSHAPE
34700,10319,UNIFORM
34700,6821,CONSTANT
34700,6658,ASCENDING
34700,6889,DESCENDING
34700,7333,ASHAPE
34700,7733,VSHAPE
34800,10624,UNIFORM
34800,6730,CONSTANT
34800,6865,ASCENDING
34800,6675,DESCENDING
34800,7282,ASHAPE
34800,7579,VSHAPE
34900,10374,UNIFORM
34900,6703,CONSTANT
34900,6749,ASCENDING
34900,6875,DESCENDING
34900,6749,ASHAPE
34900,7298,VSHAPE
35000,10414,UNIFORM
35000,6892,CONSTANT
35000,7266,ASCENDING
35000,7405,DESCENDING
35000,6733,ASHAPE
35000,7756,VSHAPE
35100,10393,UNIFORM
35100,6827,CONSTANT
35100,6897,ASCENDING
35100,6798,DESCENDING
35100,7485,ASHAPE
35100,8168,VSHAPE
35200,10403,UNIFORM
35200,6885,CONSTANT
35200,6931,ASCENDING
35200,8496,DESCENDING
35200,7160,ASHAPE
35200,6848,VSHAPE
35300,10262,UNIFORM
35300,7446,CONSTANT
35300,6819,ASCENDING
35300,7028,DESCENDING
35300,6956,ASHAPE
35300,7715,VSHAPE
35400,10493,UNIFORM
35400,6817,CONSTANT
35400,7573,ASCENDING
35400,7747,DESCENDING
35400,7979,ASHAPE
35400,7530,VSHAPE
35500,10440,UNIFORM
35500,6877,CONSTANT
35500,6876,ASCENDING
35500,6936,DESCENDING
35500,6919,ASHAPE
35500,7361,VSHAPE
35600,11055,UNIFORM
35600,8108,CONSTANT
35600,7134,ASCENDING
35600,7794,DESCENDING
35600,7827,ASHAPE
35600,7764,VSHAPE
35700,10601,UNIFORM
35700,6971,CONSTANT
35700,7582,ASCENDING
35700,6909,DESCENDING
35700,7143,ASHAPE
35700,6917,VSHAPE
35800,10928,UNIFORM
35800,6900,CONSTANT
35800,7077,ASCENDING
35800,6917,DESCENDING
35800,7120,ASHAPE
35800,7661,VSHAPE
35900,13291,UNIFORM
35900,7452,CONSTANT
35900,6957,ASCENDING
35900,6985,DESCENDING
35900,7577,ASHAPE
35900,7931,VSHAPE
36000,11072,UNIFORM
36000,7200,CONSTANT
36000,6953,ASCENDING
36000,7023,DESCENDING
36000,7144,ASHAPE
36000,9802,VSHAPE
36100,11023,UNIFORM
36100,7135,CONSTANT
36100,7184,ASCENDING
36100,7428,DESCENDING
36100,7973,ASHAPE
36100,7387,VSHAPE
36200,10555,UNIFORM
36200,7140,CONSTANT
36200,6995,ASCENDING
36200,7778,DESCENDING
36200,7425,ASHAPE
36200,7924,VSHAPE
36300,11560,UNIFORM
36300,7029,CONSTANT
36300,7219,ASCENDING
36300,7120,DESCENDING
36300,7698,ASHAPE
36300,7659,VSHAPE
36400,10691,UNIFORM
36400,7561,CONSTANT
36400,7032,ASCENDING
36400,7604,DESCENDING
36400,7819,ASHAPE
36400,7506,VSHAPE
36500,11190,UNIFORM
36500,7153,CONSTANT
36500,7277,ASCENDING
36500,7064,DESCENDING
36500,7182,ASHAPE
36500,7053,VSHAPE
36600,10748,UNIFORM
36600,7475,CONSTANT
36600,8240,ASCENDING
36600,7641,DESCENDING
36600,7484,ASHAPE
36600,7357,VSHAPE
36700,10722,UNIFORM
36700,7715,CONSTANT
36700,10485,ASCENDING
36700,7690,DESCENDING
36700,7147,ASHAPE
36700,7216,VSHAPE
36800,11212,UNIFORM
36800,7156,CONSTANT
36800,7814,ASCENDING
36800,8038,DESCENDING
36800,7738,ASHAPE
36800,7479,VSHAPE
36900,10849,UNIFORM
36900,7151,CONSTANT
36900,7304,ASCENDING
36900,7111,DESCENDING
36900,7969,ASHAPE
36900,8704,VSHAPE
37000,10977,UNIFORM
37000,7230,CONSTANT
37000,7834,ASCENDING
37000,7214,DESCENDING
37000,7435,ASHAPE
37000,7277,VSHAPE
37100,10996,UNIFORM
37100,7272,CONSTANT
37100,7314,ASCENDING
37100,7154,DESCENDING
37100,8109,ASHAPE
37100,8331,VSHAPE
37200,10888,UNIFORM
37200,7788,CONSTANT
37200,7268,ASCENDING
37200,7288,DESCENDING
37200,7256,ASHAPE
37200,7419,VSHAPE
37300,10929,UNIFORM
37300,7422,CONSTANT
37300,11089,ASCENDING
37300,8549,DESCENDING
37300,7383,ASHAPE
37300,8163,VSHAPE
37400,10958,UNIFORM
37400,7980,CONSTANT
37400,7362,ASCENDING
37400,7451,DESCENDING
37400,7263,ASHAPE
37400,8213,VSHAPE
37500,11048,UNIFORM
37500,7583,CONSTANT
37500,7259,ASCENDING
37500,7392,DESCENDING
37500,7724,ASHAPE
37500,7332,VSHAPE
37600,11294,UNIFORM
37600,8315,CONSTANT
37600,7980,ASCENDING
37600,8044,DESCENDING
37600,8576,ASHAPE
37600,7652,VSHAPE
37700,11613,UNIFORM
37700,7547,CONSTANT
37700,7535,ASCENDING
37700,7308,DESCENDING
37700,7452,ASHAPE
37700,7327,VSHAPE
37800,11123,UNIFORM
37800,8379,CONSTANT
37800,8339,ASCENDING
37800,8399,DESCENDING
37800,7594,ASHAPE
37800,7842,VSHAPE
37900,11150,UNIFORM
37900,7576,CONSTANT
37900,7395,ASCENDING
37900,7551,DESCENDING
37900,7428,ASHAPE
37900,7923,VSHAPE
38000,12249,UNIFORM
38000,8303,CONSTANT
38000,7676,ASCENDING
38000,8282,DESCENDING
38000,8358,ASHAPE
38000,8332,VSHAPE
38100,11231,UNIFORM
38100,7648,CONSTANT
38100,7451,ASCENDING
38100,7987,DESCENDING
38100,8610,ASHAPE
38100,7995,VSHAPE
38200,11226,UNIFORM
38200,7518,CONSTANT
38200,8148,ASCENDING
38200,8600,DESCENDING
38200,7703,ASHAPE
38200,8932,VSHAPE
38300,11415,UNIFORM
38300,7455,CONSTANT
38300,7585,ASCENDING
38300,7463,DESCENDING
38300,8385,ASHAPE
38300,8254,VSHAPE
38400,11832,UNIFORM
38400,7736,CONSTANT
38400,7629,ASCENDING
38400,7558,DESCENDING
38400,7707,ASHAPE
38400,7942,VSHAPE
38500,11721,UNIFORM
38500,7914,CONSTANT
38500,7681,ASCENDING
38500,8031,DESCENDING
38500,8629,ASHAPE
38500,8267,VSHAPE
38600,11488,UNIFORM
38600,7832,CONSTANT
38600,7628,ASCENDING
38600,8215,DESCENDING
38600,7718,ASHAPE
38600,7830,VSHAPE
38700,12788,UNIFORM
38700,7930,CONSTANT
38700,8566,ASCENDING
38700,7826,DESCENDING
38700,8630,ASHAPE
38700,8365,VSHAPE
38800,11782,UNIFORM
38800,7945,CONSTANT
38800,7726,ASCENDING
38800,7891,DESCENDING
38800,7737,ASHAPE
38800,8316,VSHAPE
38900,14618,UNIFORM
38900,9658,CONSTANT
38900,9870,ASCENDING
38900,10137,DESCENDING
38900,12215,ASHAPE
38900,13118,VSHAPE
39000,16570,UNIFORM
39000,8777,CONSTANT
39000,11831,ASCENDING
39000,7977,DESCENDING
39000,10817,ASHAPE
39000,12723,VSHAPE
39100,11693,UNIFORM
39100,7740,CONSTANT
39100,8151,ASCENDING
39100,7626,DESCENDING
39100,7888,ASHAPE
39100,7666,VSHAPE
39200,11618,UNIFORM
39200,7671,CONSTANT
39200,10052,ASCENDING
39200,8501,DESCENDING
39200,9579,ASHAPE
39200,8281,VSHAPE
39300,11626,UNIFORM
39300,7900,CONSTANT
39300,8578,ASCENDING
39300,8216,DESCENDING
39300,7834,ASHAPE
39300,8637,VSHAPE
39400,12350,UNIFORM
39400,7969,CONSTANT
39400,8047,ASCENDING
39400,8003,DESCENDING
39400,9086,ASHAPE
39400,8019,VSHAPE
39500,11566,UNIFORM
39500,7816,CONSTANT
39500,7651,ASCENDING
39500,8776,DESCENDING
39500,8015,ASHAPE
39500,9409,VSHAPE
39600,11890,UNIFORM
39600,7851,CONSTANT
39600,7924,ASCENDING
39600,7735,DESCENDING
39600,8374,ASHAPE
39600,7814,VSHAPE
39700,11747,UNIFORM
39700,8410,CONSTANT
39700,7769,ASCENDING
39700,8788,DESCENDING
39700,8281,ASHAPE
39700,8256,VSHAPE
39800,11848,UNIFORM
39800,8422,CONSTANT
39800,7922,ASCENDING
39800,8104,DESCENDING
39800,8856,ASHAPE
39800,8814,VSHAPE
39900,11755,UNIFORM
39900,8014,CONSTANT
39900,8795,ASCENDING
39900,8385,DESCENDING
39900,9027,ASHAPE
39900,8279,VSHAPE
40000,12274,UNIFORM
40000,8015,CONSTANT
40000,7850,ASCENDING
40000,8067,DESCENDING
40000,9181,ASHAPE
40000,8522,VSHAPE
40100,11939,UNIFORM
40100,7965,CONSTANT
40100,8050,ASCENDING
40100,7887,DESCENDING
40100,8475,ASHAPE
40100,8851,VSHAPE
40200,12479,UNIFORM
40200,8055,CONSTANT
40200,8249,ASCENDING
40200,8214,DESCENDING
40200,8357,ASHAPE
40200,8920,VSHAPE
40300,11955,UNIFORM
40300,7889,CONSTANT
40300,8623,ASCENDING
40300,8666,DESCENDING
40300,8762,ASHAPE
40300,8217,VSHAPE
40400,11907,UNIFORM
40400,8044,CONSTANT
40400,7895,ASCENDING
40400,8874,DESCENDING
40400,8004,ASHAPE
40400,8923,VSHAPE
40500,11976,UNIFORM
40500,9120,CONSTANT
40500,8547,ASCENDING
40500,8472,DESCENDING
40500,8660,ASHAPE
40500,8417,VSHAPE
40600,12104,UNIFORM
40600,8050,CONSTANT
40600,7953,ASCENDING
40600,8401,DESCENDING
40600,8363,ASHAPE
40600,9124,VSHAPE
40700,12013,UNIFORM
40700,7999,CONSTANT
40700,8458,ASCENDING
40700,7987,DESCENDING
40700,8920,ASHAPE
40700,8473,VSHAPE
40800,12274,UNIFORM
40800,8027,CONSTANT
40800,8821,ASCENDING
40800,8351,DESCENDING
40800,9483,ASHAPE
40800,8279,VSHAPE
40900,12123,UNIFORM
40900,8245,CONSTANT
40900,8024,ASCENDING
40900,8580,DESCENDING
40900,8403,ASHAPE
40900,8925,VSHAPE
41000,12087,UNIFORM
41000,8398,CONSTANT
41000,8093,ASCENDING
41000,8663,DESCENDING
41000,8737,ASHAPE
41000,8717,VSHAPE
41100,12588,UNIFORM
41100,8201,CONSTANT
41100,8247,ASCENDING
41100,8078,DESCENDING
41100,8142,ASHAPE
41100,10909,VSHAPE
41200,12147,UNIFORM
41200,8222,CONSTANT
41200,8182,ASCENDING
41200,8885,DESCENDING
41200,9339,ASHAPE
41200,9612,VSHAPE
41300,12137,UNIFORM
41300,8216,CONSTANT
41300,8159,ASCENDING
41300,9353,DESCENDING
41300,8503,ASHAPE
41300,8452,VSHAPE
41400,12644,UNIFORM
41400,8242,CONSTANT
41400,9134,ASCENDING
41400,8508,DESCENDING
41400,8339,ASHAPE
41400,8791,VSHAPE
41500,12772,UNIFORM
41500,8196,CONSTANT
41500,8310,ASCENDING
41500,8173,DESCENDING
41500,8250,ASHAPE
41500,9553,VSHAPE
41600,12461,UNIFORM
41600,8357,CONSTANT
41600,8233,ASCENDING
41600,8745,DESCENDING
41600,8313,ASHAPE
41600,8985,VSHAPE
41700,12477,UNIFORM
41700,8211,CONSTANT
41700,8559,ASCENDING
41700,9386,DESCENDING
41700,9012,ASHAPE
41700,9099,VSHAPE
41800,12814,UNIFORM
41800,8212,CONSTANT
41800,8427,ASCENDING
41800,8428,DESCENDING
41800,8401,ASHAPE
41800,8675,VSHAPE
41900,12660,UNIFORM
41900,9422,CONSTANT
41900,8780,ASCENDING
41900,9282,DESCENDING
41900,8607,ASHAPE
41900,8636,VSHAPE
42000,12525,UNIFORM
42000,8348,CONSTANT
42000,8739,ASCENDING
42000,8318,DESCENDING
42000,8926,ASHAPE
42000,8277,VSHAPE
42100,12835,UNIFORM
42100,8616,CONSTANT
42100,9588,ASCENDING
42100,8879,DESCENDING
42100,11395,ASHAPE
42100,14378,VSHAPE
42200,12665,UNIFORM
42200,8384,CONSTANT
42200,8548,ASCENDING
42200,8357,DESCENDING
42200,8949,ASHAPE
42200,8343,VSHAPE
42300,12958,UNIFORM
42300,8418,CONSTANT
42300,9640,ASCENDING
42300,10233,DESCENDING
42300,9878,ASHAPE
42300,9210,VSHAPE
42400,12649,UNIFORM
42400,8474,CONSTANT
42400,9189,ASCENDING
42400,10177,DESCENDING
42400,9739,ASHAPE
42400,9447,VSHAPE
42500,12826,UNIFORM
42500,8638,CONSTANT
42500,8517,ASCENDING
42500,8309,DESCENDING
42500,8480,ASHAPE
42500,8355,VSHAPE
42600,12690,UNIFORM
42600,8557,CONSTANT
42600,8509,ASCENDING
42600,8390,DESCENDING
42600,12644,ASHAPE
42600,13682,VSHAPE
42700,12927,UNIFORM
42700,8422,CONSTANT
42700,8759,ASCENDING
42700,9458,DESCENDING
42700,10319,ASHAPE
42700,9681,VSHAPE
42800,12917,UNIFORM
42800,8477,CONSTANT
42800,10575,ASCENDING
42800,15294,DESCENDING
42800,13985,ASHAPE
42800,14318,VSHAPE
42900,28500,UNIFORM
42900,17125,CONSTANT
42900,18993,ASCENDING
42900,16440,DESCENDING
42900,23868,ASHAPE
42900,26938,VSHAPE
